SampleID Synergistetes Bacteroidetes Tenericutes unclassified Chlorobi Deferribacteres Planctomycetes Aquificae Verrucomicrobia Thermotogae Thermodesulfobacteria Proteobacteria Chlamydiae Cyanobacteria Elusimicrobia Euryarchaeota Nanoarchaeota Actinobacteria Fusobacteria Dictyoglomi Lentisphaerae Chloroflexi Acidobacteria Fibrobacteres Deinococcus_Thermus Chrysiogenetes Nitrospirae Firmicutes Korarchaeota Gemmatimonadetes Crenarchaeota Thaumarchaeota Spirochaetes
x20MCx1704 0 95855980986.6976 0 26785242463.6595 0 0 0 0 1875065660.12248 0 0 2057583618.82614 0 0 0 0 0 300400918.365488 0 0 0 0 0 0 0 0 0 24370539630.3288 0 0 0 0 0
x30MCx3038 0 25855092254.8454 0 53020887269.6088 0 0 0 0 0 0 0 2356683904.99578 0 0 0 143585177.406213 0 3778328988.54416 0 0 13230658.3410559 0 0 0 0 0 0 16747085363.2587 0 0 0 0 0
x12MCx2035 0 15100642676.4602 0 14128730554.0092 0 0 0 0 0 0 0 8214728793.953771 0 0 0 0 0 5031884687.525229 6181543.29164288 0 17460148.595693 0 0 0 0 0 0 5180783967.16427 0 0 0 0 0
x12MCx1502 57043641.546151206 50048963233.5207 0 115058434822.427 0 0 0 0 0 0 0 1268190768.51843 0 0 0 0 0 4406783981.42178 0 0 3361887.61964009 0 0 0 0 0 0 15547754208.9458 0 0 0 0 0
x10MCx2470 0 50117830343.4644 0 53661368529.0516 0 0 0 0 0 0 0 2201711162.7786 0 0 0 0 0 328272076.136874 0 0 0 0 0 0 0 0 0 21888492307.5685 0 0 0 0 0
x20MCx1424 0 46213916164.6281 0 94428914560.8044 0 0 0 0 3077211593.33298 0 0 2839602056.73412 0 0 0 0 0 510356220.554185 0 0 0 0 0 0 0 0 0 36170222867.9463 0 0 0 0 0
x10MCx2852 24292340.848352894 31306428924.4641 0 36876640991.4014 0 0 0 0 0 0 0 2009432069.5496895 0 0 0 0 0 1833746390.1999896 501029529.997278 0 0 0 0 0 0 0 0 13509035814.5392 0 0 0 0 0
x20MCx1168 0 4168553408.31576 0 5531862760.93394 0 0 0 0 0 0 0 15291275.0552194 0 0 0 0 0 62900280.3689875 325346.277770625 0 0 0 0 0 0 0 0 4540315755.048329 0 0 0 0 0
x10MCx2014 0 15034164777.0658 0 2694827674.71188 0 0 0 0 0 0 0 672378429.0399469 0 0 0 0 0 495282626.6815219 194881296.287868 0 0 0 0 0 0 0 0 5159962202.21301 0 0 0 0 0
x10MCx1757 0 73914228087.687 0 19025785447.9103 0 0 0 0 17344516663.1103 0 0 6622917157.17827 0 0 0 0 0 200194941.41396895 0 0 0 0 0 0 0 0 0 8073517122.70007 0 0 0 0 0
x10MCx2098 0 43993911072.2092 0 9341716624.82647 0 0 0 0 0 0 0 686367825.847768 0 0 0 0 0 65177289.1980579 0 0 0 0 0 0 0 0 0 8141088057.91848 0 0 0 0 0
x13MCx2621 0 25027631723.8955 0 70633381773.6463 0 0 0 0 1593643505.42787 0 0 160394606.636803 0 0 0 28413378.5928617 0 707840160.593925 0 0 6940672.63337079 0 0 0 0 0 0 24684393772.5733 0 0 0 0 0
x20MCx1127 0 113288263046.557 0 44104287964.9027 0 0 0 0 0 0 0 592559934.298767 0 0 0 0 0 1027436460.01949 0 0 370783750.982336 0 0 0 0 0 0 15487135164.2394 0 0 0 0 0
x20MCx2816 0 20485725065.4623 0 80812871753.5876 0 0 0 0 0 0 0 920181563.58926 0 0 0 9543426.94117323 0 470664465.053316 0 0 0 0 0 0 0 0 0 27429218853.3664 0 0 0 0 0
x10MCx1546 0 41071544877.513 0 1820517013.47116 0 0 0 0 0 0 0 9346267781.91287 0 0 0 0 0 124389885.890952 0 0 0 0 0 0 0 0 0 2164839496.21203 0 0 0 0 0
x13MCx1129 0 52355535893.799 0 79948061859.51599 0 0 0 0 92072328.23395628 0 0 772583352.5779799 0 0 0 136427548.784826 0 416548660.47894704 0 0 0 0 0 0 0 0 0 17148335573.6094 0 0 0 0 0
x11MCx2914 0 11520229184.7668 0 11673249512.5496 0 0 0 0 0 0 0 1147164441.73347 0 0 0 0 0 1108231558.90285 0 0 0 0 0 0 0 0 0 16898064078.0473 0 0 0 0 0
x20MCx2718 124281424.92946398 41546542907.4192 0 63309890511.9958 0 0 0 0 8305599659.37862 0 0 290098439.516854 0 0 0 109966286.979473 0 1427718114.48201 0 0 11712385.5954468 0 0 0 0 0 0 26220344115.7032 0 0 0 0 0
x13MCx1231 0 52306636200.8277 0 108426846091.326 0 0 0 0 0 0 0 1004987555.30161 0 0 0 0 0 70274299.7556319 0 0 59863292.3844272 0 0 0 0 0 0 30176847105.4041 0 0 0 0 0
x20MCx3323 0 20179937078.8749 0 2777575913.80082 0 0 0 0 0 0 0 1600370441.97871 0 0 0 0 0 51946699.3093313 213968346.006911 0 0 0 0 0 0 0 0 3231757076.02938 0 0 0 0 0
x30MCx1885 0 29551525601.216 0 48767744158.8272 0 0 0 0 0 0 0 941545148.607341 0 0 0 0 0 866824507.3506651 0 0 0 0 0 0 0 0 0 10297892498.9988 0 0 0 0 0
x20MCx1647 0 68727701264.8244 0 87810746419.1621 0 0 0 0 0 0 0 911938889.567958 0 0 0 0 0 1388242326.71655 0 0 0 0 0 0 0 0 0 31910269777.7291 0 0 0 0 0
x20MCx2955 0 6849790881.3290205 0 76646255725.3503 0 0 0 0 181650355.058835 0 0 61923792.6797579 0 0 0 238802436.919137 0 1412643298.5053 0 0 0 0 0 0 0 0 0 30698042421.1577 0 0 0 0 0
x20MCx1756 0 10758368405.3221 0 62911127137.2941 0 0 0 0 65719496.926758304 0 0 720745505.899729 0 0 0 104760782.229783 0 82745835.2394663 0 0 13881345.8855199 0 0 0 0 0 0 17066789422.2025 0 0 0 0 0
x30MCx2080 0 30274331165.4952 0 65374270992.2277 0 0 0 0 0 0 0 125257388.222334 0 0 0 0 0 403751737.101083 0 0 25702165.375492003 0 0 0 0 0 0 33126295490.5782 0 0 0 0 0
x30MCx1163 0 15335196337.7102 0 46339717267.3525 0 0 0 0 0 0 0 425007669.03445697 0 0 0 64309657.498707 0 44463675.505008295 0 0 82095127.7007103 0 0 0 0 0 0 3677796652.1984 0 0 0 0 0
x20MCx1715 0 16737219558.0062 0 10690482281.0889 0 0 0 0 803166172.370275 0 0 49777649.6243527 0 0 0 0 0 13230660.6844685 0 0 0 0 0 0 0 0 0 2994467236.22577 0 0 0 0 0
x10MCx1491 0 22923846426.1773 0 77394022764.0508 0 0 0 0 0 0 0 2541261954.9751897 0 0 0 0 0 1011928276.44235 0 0 7916703.90958005 0 0 0 0 0 0 25702175706.4448 0 0 0 0 0
x30MCx1722 0 40623766814.2027 0 42006587725.0815 0 0 0 0 1279686828.35616 0 0 2555686423.4780803 0 0 0 0 0 331091854.82808197 0 0 0 0 0 0 0 0 0 10262003883.0534 0 0 0 0 0
x20MCx2250 5856189.95862472 43641845843.1422 0 96931764643.1185 0 0 0 0 0 0 0 31979460436.4654 0 0 0 0 0 268083362.55037597 0 0 0 0 0 0 0 0 0 19869618737.7649 0 0 0 0 0
x10MCx1162 0 61464838397.4979 0 107103647807.785 0 0 0 0 0 0 0 2733214158.4072104 0 0 0 122003964.933068 0 2118097279.20689 0 0 133174105.722496 0 0 0 0 0 0 31516281117.4478 0 0 0 0 0
x20MCx2634 0 5138922025.81065 0 35872356577.3777 0 0 0 0 3576293243.6829 0 0 745363843.400933 0 0 0 0 0 103134150.309077 0 0 65719553.1937968 0 0 0 0 0 0 4498210606.22492 0 0 0 0 0
x10MCx1145 0 66783788455.7598 0 42951150459.8288 0 0 0 0 484003364.45429295 0 0 477388037.26816 0 0 0 2819647.6531058997 0 669991661.572624 0 0 33618875.8639549 0 0 0 0 0 0 8936222548.5992 0 0 0 0 0
x20MCx2557 0 12772891470.6217 0 90315130015.1924 0 0 0 0 1405268576.5401 0 0 16917880.686854098 0 0 0 142283714.494568 0 540396150.401243 0 0 0 0 0 0 0 0 0 46227566737.0631 0 0 0 0 0
x20MCx2289 0 18791258726.8913 0 6143700717.5751705 0 0 0 0 0 0 0 661534207.2904019 0 0 0 0 0 316018144.269546 0 0 0 0 0 0 0 0 0 5614581799.97355 0 0 0 0 0
x14MCx1302 0 10253329891.5657 0 55000732918.0106 0 0 0 0 3253441.67650636 0 0 400173326.210282 0 0 0 138054375.139753 0 160936914.931181 0 0 0 0 0 0 0 0 0 18302778391.466 0 0 0 0 0
x10MCx1465 0 32463141774.0809 0 79579014610.9274 0 0 0 0 0 0 0 211256652.655682 0 0 0 0 0 4007803313.9339705 0 0 0 0 0 0 0 0 0 27380402145.4021 0 0 0 0 0
x20MCx3211 0 8894157605.82103 0 23600051230.2726 0 0 0 0 1211582660.94683 0 0 2211691441.76062 0 0 0 0 0 302353424.518418 99013155.1597259 0 0 0 0 0 0 0 0 6802843603.52075 0 0 0 0 0
x30MCx1649 0 16710312165.3054 0 30792930291.1435 0 0 0 0 233813798.971992 0 0 430213052.190118 0 0 0 0 0 133824781.044267 0 0 65285671.141530395 0 0 0 0 0 0 17466953573.2032 0 0 0 0 0
x20MCx2187 0 36077951873.6357 0 23807489883.1212 0 0 0 0 0 0 0 924302649.189138 0 0 0 0 0 1531828572.07516 0 0 56718325.181968704 0 0 0 0 0 0 17042826460.7968 0 0 0 0 0
x20MCx2045 0 45092689814.0276 0 33048234989.2909 0 0 0 0 0 0 0 973971734.535311 0 0 0 15074275.815656198 0 309293774.289579 0 0 0 0 0 0 0 0 0 36484302291.0409 0 0 0 0 0
x12MCx3393 0 2223855336.7375 0 2116057023.8185 0 0 0 0 0 0 0 178181718.436541 0 0 0 0 0 436724151.031011 1626735.10441151 0 0 0 0 0 0 0 0 4594116832.87204 0 0 0 0 0
x30MCx1813 0 50365852037.617004 0 33885552344.0256 0 0 0 0 0 0 0 362324754.228202 0 0 0 0 0 147055482.41048798 0 0 15616511.406423498 0 0 0 0 0 0 11699369795.3123 0 0 0 0 0
x30MCx2327 0 26273701019.9331 0 90470589019.9315 0 0 0 0 14509585506.0879 0 0 1312763242.85421 0 0 0 30256996.6754503 0 1055307651.07099 0 0 0 0 0 0 0 0 0 14104206819.4469 0 0 0 0 0
x10MCx1847 0 21004641247.0811 0 80509187906.2964 0 0 0 0 0 0 0 594728798.450017 0 0 0 0 0 4845022574.68143 3361887.81034838 0 10411007.412691802 0 0 0 0 0 0 27258837054.268 0 0 0 0 0
x30MCx1606 0 42435259145.9778 0 55439472822.3571 0 0 0 0 2180129657.88455 0 0 372518796.937443 0 0 0 31992152.8665344 0 1840687493.57183 0 0 0 0 0 0 0 0 0 30849111201.4047 0 0 0 0 0
x10MCx1548 0 24823970892.6717 0 20117434852.0471 0 0 0 0 80576886.0615245 0 0 440732792.670304 0 0 0 7482914.04878222 0 66153298.112422496 0 0 650688.178154976 0 0 0 0 0 0 4796331009.21002 0 0 0 0 0
x30MCx3195 0 55297719101.3329 0 68667291054.5775 0 0 0 0 1373276414.40236 0 0 2039146838.82236 0 0 0 56067591.111586496 0 2661095842.73909 0 0 91638519.3216453 0 0 0 0 0 0 16993251816.6926 0 0 0 0 0
x20MCx1620 0 101192154738.617 0 62609618690.4182 0 0 0 0 0 0 0 760220304.404168 0 0 0 50862100.251862295 0 316017399.00624 0 0 0 0 0 0 0 0 0 25438099244.3029 0 0 0 0 0
x20MCx3040 0 16640362240.6562 0 77505582511.533 0 0 0 0 2092937030.40532 0 0 1757290618.20239 0 0 0 224595709.10251403 0 516646044.502355 0 0 193254250.903274 0 0 0 0 0 0 31397200446.695 0 0 0 0 0
x10MCx2224 0 51641526984.6436 0 95729650885.0358 0 0 0 0 3826696069.35959 0 0 828651155.3017241 0 0 0 19195295.705850694 0 2189781982.4437103 0 0 18761503.712498102 0 0 0 0 0 0 15544393841.7972 0 0 0 0 0
x13MCx2223 0 16071888461.6613 0 20243992328.8168 0 0 0 0 0 0 0 1044354455.06244 0 0 0 0 0 2807936194.2343397 0 0 0 0 0 0 0 0 0 10859225820.2251 0 0 0 0 0
x30MCx2353 0 6241295849.290279 0 26965183015.8056 0 0 0 0 0 0 0 103459474.904397 0 0 0 4446371.56297721 0 79926240.0466879 0 0 122871682.459834 0 0 0 0 0 0 7473808356.93018 0 0 0 0 0
x30MCx2004 0 54437409560.0737 0 34254483594.6802 0 0 0 0 0 0 0 156165073.802526 0 0 0 0 0 32534390.375526197 1569242095.77955 0 0 0 0 0 0 0 0 7709674487.288441 0 0 0 0 0
x14MCx2961 0 18403098138.9703 0 30922887553.2336 0 0 0 0 1333911471.22387 0 0 1437587842.48322 0 0 0 0 0 282724163.047205 0 0 0 0 0 0 0 0 0 11397568609.0418 0 0 0 0 0
x20MCx1981 0 10633133061.959 0 16600497482.7966 0 0 0 0 112027032.198552 0 0 41101883.0621985 0 0 0 18327752.6055714 0 40125848.899771705 0 0 0 0 0 0 0 0 0 6369815840.47835 0 0 0 0 0
x10MCx3173 0 72447475128.4928 0 120605207159.084 0 0 0 0 101941094.188787 0 0 520441820.22552097 0 0 0 75045996.998554 0 750785313.903163 0 0 44029876.851752795 0 0 0 0 0 0 39517573610.2559 0 0 0 0 0
x30MCx2413 0 64590778591.9529 0 53204060872.7436 0 0 0 0 898817265.796226 0 0 1063658270.14109 0 0 0 8784290.36311466 0 202038678.351637 0 0 0 0 0 0 0 0 0 16395498394.6514 0 0 0 0 0
x30MCx1957 0 77311241970.0008 0 66611550356.1089 0 0 0 0 3116577178.65062 0 0 965728992.131804 0 0 0 0 0 247586669.178766 0 0 0 0 0 0 0 0 0 25237247719.9291 0 0 0 0 0
x20MCx2669 0 66635519858.0302 0 89410566184.0194 0 0 0 0 12120143314.7748 0 0 4395720910.68154 0 0 0 41101774.48371211 0 445395746.186294 0 0 0 0 0 0 0 0 0 21344075575.823997 0 0 0 0 0
x11MCx1246 0 57193085015.4541 0 56982262119.4098 0 0 0 0 0 0 0 1757074363.01929 0 0 0 0 0 1468277360.87632 0 0 0 0 0 0 0 0 0 33901384474.2405 0 0 0 0 0
x10MCx1625 27220457.620256897 25149750776.4275 0 32355146890.9593 0 0 0 0 0 0 0 3234896535.27746 0 0 0 2494304.88153748 0 153562422.27204698 0 0 0 0 0 0 0 0 0 10453740206.5619 0 0 0 0 0
x10MCx2611 0 30451223723.1692 0 49660944162.0584 0 0 0 0 0 0 0 579763033.8011639 0 0 0 0 0 367421840.35135496 0 0 0 0 0 0 0 0 0 21091184874.6199 0 0 0 0 0
x20MCx2904 0 80306377813.6849 0 50011652275.3405 0 0 0 0 23533211.0551024 0 0 746881219.062166 0 0 0 0 0 373494833.519689 0 0 0 0 0 0 0 0 0 8593309266.337591 0 0 0 0 0
x14MCx2088 0 30263064329.8726 0 93774657906.8282 0 0 0 0 5319265818.74578 0 0 1670749846.14564 0 0 0 0 0 118642109.027868 0 0 0 0 0 0 0 0 0 20822123926.3799 0 0 0 0 0
x10MCx2279 0 41309360692.2911 0 37255466080.8079 0 0 0 0 0 0 0 11393004424.9585 0 0 0 0 0 2864111625.94026 0 0 3253439.93859174 0 0 0 0 0 0 45877732606.0637 0 0 0 0 0
x10MCx2194 27328898.1264254 67902985315.4415 0 63778056866.4863 0 0 0 0 4068752380.58424 0 0 2417414556.09583 0 0 0 425549985.1114819 0 2471530112.30649 0 0 0 0 0 0 0 0 0 19173282547.8478 0 0 0 0 0
x10MCx3085 0 45555528473.9396 0 18773973051.4251 0 0 0 0 0 0 0 704803459.325951 0 0 0 0 0 112026769.269689 0 0 976031.871662342 0 0 0 0 0 0 5771059561.16794 0 0 0 0 0
x20MCx1526 0 5067340833.72231 0 25583314900.45 0 0 0 0 279036681.187508 0 0 250406411.52816 0 0 0 867583.9290711479 0 59971739.097043104 433791.9645355739 0 0 0 0 0 0 0 0 4830056629.12135 0 0 0 0 0
x30MCx2455 0 6705558677.26412 0 67355011787.325 0 0 0 0 414813720.0888741 0 0 172649265.982088 0 0 0 26352871.6291755 0 1530743963.15149 0 0 13664451.9558688 0 0 0 0 0 0 7794810704.603379 0 0 0 0 0
x20MCx2007 0 27894662314.6214 0 42734791411.0463 0 0 0 0 0 0 0 344213866.838539 0 0 0 81769771.7694576 0 305606388.39036 0 0 83071147.4474861 0 0 0 0 0 0 9325115868.8864 0 0 0 0 0
x20MCx1837 0 10181759028.305 0 10427719336.2976 0 0 0 0 0 0 0 357661858.800564 0 0 0 0 0 18219282.0735278 0 0 0 0 0 0 0 0 0 5014640494.523371 0 0 0 0 0
x30MCx2349 0 60536322178.24 0 77694964140.2417 0 0 0 0 0 0 0 1348225489.0128 0 0 0 0 0 989262621.523067 0 0 0 0 0 0 0 0 0 24590800038.9825 0 0 0 0 0
x20MCx2216 0 32723091086.9947 0 54587720524.3029 0 0 0 0 12970594353.3729 0 0 2365250270.45587 0 0 0 307341552.795596 0 1237933600.9745 0 0 0 0 0 0 0 0 0 16949008208.1035 0 0 0 0 0
x10MCx1865 0 73895709376.6533 0 25278470113.0365 0 0 0 0 0 0 0 1796983391.92088 0 0 0 0 0 1104217555.6148698 0 0 0 0 0 0 0 0 0 22336384268.7744 0 0 0 0 0
x30MCx2851 0 13525214771.6763 0 35142827682.0235 0 0 0 0 663702447.1812661 0 0 1033835854.40834 0 0 0 28413405.418544397 0 136644621.478496 0 0 16484113.0672471 0 0 0 0 0 0 14219716482.7463 0 0 0 0 0
x14MCx1540 0 30149180199.2175 0 89193448528.3313 0 0 0 0 1429994640.78791 0 0 135126143.06247 0 0 0 0 0 1412968312.97024 0 0 0 0 0 0 0 0 0 14835245478.6305 0 0 0 0 0
x10MCx2762 0 18003775776.1058 0 7273823428.61685 0 0 0 0 0 0 0 159418541.866453 0 0 0 0 0 529876867.727545 759135.913649778 0 0 0 0 0 0 0 0 6516422682.7697 0 0 0 0 0
x30MCx2382 0 25528777530.3118 0 44315557186.7641 0 0 0 0 141850038.910828 0 0 1982972447.6181104 0 0 0 0 0 480316377.932766 0 0 13556005.2475944 0 0 0 0 0 0 8504712348.214809 0 0 0 0 0
x20MCx3119 0 26942807626.8238 0 88384425048.3643 0 0 0 0 0 0 0 1462854339.3907 0 0 0 30690768.6298146 0 99229870.3048775 0 0 41969354.9814072 0 0 0 0 0 0 20260245213.5051 0 0 0 0 0
x13MCx1416 0 9348768365.714527 0 55911718765.3212 0 0 0 0 1784838811.7038398 0 0 2238368761.30558 0 0 0 57477492.4172461 0 248237698.38316295 0 0 89252785.39508209 0 0 0 0 0 0 3564580562.7593603 0 0 0 0 0
x20MCx2310 0 38362170044.7929 0 31932506458.7047 0 0 0 0 0 0 0 26352858.1065214 0 0 0 0 0 506994286.617233 6181534.6175791 0 0 0 0 0 0 0 0 20787416439.1611 0 0 0 0 0
x20MCx1487 95325811.0615955 11003786968.3457 0 79811020183.2178 0 0 0 0 0 0 0 7643308120.375641 0 0 0 41427144.2838788 0 285868985.16310096 0 0 37197671.4381425 0 0 0 0 0 0 22999873335.1141 0 0 0 0 0
x20MCx2626 0 19318491685.555 0 11609357653.3585 0 0 0 0 28630270.158679496 0 0 726276209.290442 0 0 0 0 0 169829557.077622 0 0 0 0 0 0 0 0 0 10688851088.5597 0 0 0 0 0
x13MCx1818 0 19958235582.4954 0 7462309834.713541 0 0 0 0 542240.214700882 0 0 307775545.864221 0 0 0 0 0 299208150.471947 11712388.6375391 0 0 0 0 0 0 0 0 13679961480.6027 0 0 0 0 0
x10MCx2113 0 4929727365.38926 0 28507547200.3244 0 0 0 0 12363088.6256105 0 0 777356309.371719 0 0 0 0 0 74829220.62869509 10194125.7088367 0 0 0 0 0 0 0 0 9143480071.95151 0 0 0 0 0
x13MCx3356 0 2651579234.9377303 0 4042221383.38789 0 0 0 0 0 0 0 203775762.06331295 0 0 0 0 0 334456865.462084 542245.242318554 0 0 0 0 0 0 0 0 1100757841.90666 0 0 0 0 0
x20MCx2927 6832224.18459789 9172532087.82999 0 103595930831.029 0 0 0 0 7908462165.67645 0 0 1087841917.39209 0 0 0 170154916.597367 0 776379252.976767 0 0 3578784.09669413 0 0 0 0 0 0 35501972031.2175 0 0 0 0 0
x13MCx2963 0 13156723244.2803 0 10946981962.4799 0 0 0 0 16917925.0078943 0 0 115388924.412818 0 0 0 0 0 194664585.828015 0 0 0 0 0 0 0 0 0 10847101135.991 0 0 0 0 0
x11MCx2889 0 21100330964.1989 0 12165718201.3498 0 0 0 0 297148046.636643 0 0 204750186.87955505 0 0 0 0 0 2182194523.51187 0 0 0 0 0 0 0 0 0 7900125457.42318 0 0 0 0 0
x20MCx2351 0 46702790147.0316 0 135438384235.893 0 0 0 0 8800769135.76992 0 0 1020603784.70932 0 0 0 0 0 106821244.069565 0 0 6181533.92077689 0 0 0 0 0 0 21189756040.6055 0 0 0 0 0
x30MCx2425 0 20726261271.7449 0 22134025089.5555 0 0 0 0 10085666.3628682 0 0 37089224.68925711 0 0 0 0 0 1671292519.55012 0 0 8567394.00716757 0 0 0 0 0 0 13240961662.0902 0 0 0 0 0
x10MCx2448 0 85158889768.0194 0 42849534594.1371 0 0 0 0 0 0 0 6050096265.24292 0 0 0 0 0 4558394212.32085 0 0 0 0 0 0 0 0 0 75508645698.2797 0 0 0 0 0
x20MCx2893 0 9741034340.66622 0 12041329139.2665 0 0 0 0 0 0 0 1258432928.33705 0 0 0 0 0 276434465.21295696 0 0 0 0 0 0 0 0 0 12612417367.5173 0 0 0 0 0
x12MCx1238 0 59059344164.6327 0 95565960935.6022 0 0 0 0 2224701262.04495 0 0 1308207630.10862 0 0 0 0 0 139680960.588569 0 0 79275452.0110588 0 0 0 0 0 0 19747829595.012 0 0 0 0 0
x30MCx2318 0 24466400061.2682 0 69058679379.5131 0 0 0 0 1146945533.33469 0 0 573364318.716009 0 0 0 96518676.6894737 0 386400050.611904 0 0 20713558.705269106 0 0 0 0 0 0 26153633288.1613 0 0 0 0 0
x11MCx2047 0 13933067033.5828 0 66528152924.0299 0 0 0 0 0 0 0 187181158.495014 0 0 0 52922598.6938393 0 1086865336.29028 0 0 6615324.83672992 0 0 0 0 0 0 14576163366.0714 0 0 0 0 0
x20MCx1482 0 34906649449.6829 0 3426311795.02937 0 0 0 0 0 0 0 1488234372.4500802 0 0 0 0 0 101182151.825106 0 0 0 0 0 0 0 0 0 8002933434.012529 0 0 0 0 0
x30MCx3167 0 53071209489.65099 0 62294063240.0604 0 0 0 0 398438040.061666 0 0 609152550.633201 0 0 0 0 0 2063765896.1277895 0 0 0 0 0 0 0 0 0 23941419563.4659 0 0 0 0 0
x30MCx2654 0 20103975968.9565 0 4319157244.97181 0 0 0 0 4446366.71212605 0 0 266239762.884621 0 0 0 1626719.5288266002 0 81444424.40991859 0 0 3361887.02624165 0 0 0 0 0 0 2049015918.5099895 0 0 0 0 0
x10MCx1531 0 22762292351.1539 0 4536169556.88461 0 0 0 0 0 0 0 126342104.183097 0 0 0 0 0 1179048374.83144 0 0 0 0 0 0 0 0 0 8095655001.94692 0 0 0 0 0
x12MCx1639 0 32843786426.142 0 142618812067.75302 0 0 0 0 16344515602.1012 0 0 963993810.667144 0 0 0 194230275.048358 0 1571193872.0829802 0 0 18219255.280918 0 0 0 0 0 0 32764836319.9247 0 0 0 0 0
x20MCx2815 0 46036275587.5907 0 53305977420.4216 0 0 0 0 0 0 0 631492582.459265 0 0 0 0 0 39908856.3189094 0 0 0 0 0 0 0 0 0 15560116045.2096 0 0 0 0 0
x10MCx3268 0 27262192741.4777 0 57638252023.0673 0 0 0 0 0 0 0 1198133163.90336 0 0 0 15182715.6903032 0 186638955.021513 0 0 0 0 0 0 0 0 0 12866267067.8398 0 0 0 0 0
x10MCx1471 0 17247999852.1993 0 106918533929.502 0 0 0 0 2602751.41754975 0 0 1781258001.38561 0 0 0 0 0 850232129.7329191 0 0 26244410.12696 0 0 0 0 0 0 21839795592.6357 0 0 0 0 0
x20MCx2631 0 22118406881.9443 0 79601495247.8913 0 0 0 0 0 0 0 2219280222.16828 0 0 0 29931652.722754303 0 2039256513.7633 3795680.5989 0 10844801.7111429 0 0 0 0 0 0 23976988999.2 0 0 0 0 0
x20MCx2210 0 27035967593.382004 0 91232712628.9049 0 0 0 0 77540290.2910486 0 0 5066363274.86283 0 0 0 0 0 3110829688.1101103 0 0 19303736.6039254 0 0 0 0 0 0 45359551548.8452 0 0 0 0 0
x14MCx1399 0 4978744710.89945 0 34876698284.3416 0 0 0 0 0 0 0 229693116.767628 0 0 0 84589533.0872284 0 221234163.45890495 0 0 7157575.87661163 0 0 0 0 0 0 3080143485.5685396 0 0 0 0 0
x11MCx3185 14965819.919493698 65801456746.9007 0 11598727333.5485 0 0 0 0 418283821.952805 0 0 1067995612.80561 0 0 0 0 0 1842531017.62462 29497847.957262896 0 0 0 0 0 0 0 0 11959099939.291 0 0 0 0 0
x10MCx2058 0 9212120502.31621 0 15803810517.8767 0 0 0 0 171564831.769548 0 0 277735483.035279 0 0 0 1192928.6659071 0 1083829917.00687 78082603.5866463 0 0 0 0 0 0 0 0 17489310274.7429 0 0 0 0 0
x30MCx1618 0 113385909819.538 0 46856997024.3101 0 0 0 0 0 0 0 900985563.134518 0 0 0 0 0 552000062.151504 0 0 14423577.262504902 0 0 0 0 0 0 19608365272.6034 0 0 0 0 0
x30MCx1188 0 28601645653.599 0 73733588423.9947 0 0 0 0 538552841.916814 0 0 353974320.583262 0 0 0 0 0 344539343.28830403 0 0 0 0 0 0 0 0 0 21330423151.6179 0 0 0 0 0
x20MCx2017 0 28486790352.4059 0 51105026651.2399 0 0 0 0 0 0 0 803491092.562253 0 0 0 0 0 596897688.414448 0 0 0 0 0 0 0 0 0 18806181312.3776 0 0 0 0 0
x20MCx1389 0 11502549897.6186 0 31413407919.6143 0 0 0 0 0 0 0 402884767.54493 0 0 0 0 0 287495967.365171 9001193.99898499 0 0 0 0 0 0 0 0 19315694736.858 0 0 0 0 0
x30MCx2561 0 13134026913.3214 0 36424207542.9856 0 0 0 0 53139512.2371376 0 0 170046439.15884 0 0 0 0 0 108231088.189109 0 0 0 0 0 0 0 0 0 4003791127.10792 0 0 0 0 0
x20MCx3139 0 43612479221.666 0 48165343948.3084 0 0 0 0 28304932.9153846 0 0 722155357.408221 0 0 0 0 0 512633785.023076 0 0 0 0 0 0 0 0 0 45616490161.679 0 0 0 0 0
x20MCx2857 0 99388856226.2302 0 31503152581.7803 0 0 0 0 785705376.2594991 0 0 1442683039.38994 0 0 0 0 0 479231477.942129 0 0 8350491.92159854 0 0 0 0 0 0 32181494490.4764 0 0 0 0 0
x20MCx3337 0 13262212019.1883 0 118311758438.328 0 0 0 0 3855434165.1811 0 0 1825179516.75053 0 0 0 89903376.0776106 0 255937234.672088 0 0 0 0 0 0 0 0 0 43551407710.8028 0 0 0 0 0
x30MCx3171 0 20995637373.0402 0 75712848778.4188 0 0 0 0 1961390166.00537 0 0 487039878.11180496 0 0 0 36438521.2748979 0 490076421.55138 0 0 0 0 0 0 0 0 0 17443640684.5976 0 0 0 0 0
x30MCx1682 0 53999724140.2042 0 58515606856.9652 0 0 0 0 0 0 0 888622823.206449 0 0 0 14206686.5804302 0 319379328.08677 0 0 37848348.218092605 0 0 0 0 0 0 14754023581.7388 0 0 0 0 0
x12MCx3157 0 37329854161.5706 0 118537109090.23 0 0 0 0 0 0 0 1137077037.82786 0 0 0 0 0 297798144.57561296 0 0 0 0 0 0 0 0 0 22698161565.796 0 0 0 0 0
x20MCx2167 0 57241243059.1286 0 25388762523.2987 0 0 0 0 0 0 0 1407221316.91224 0 0 0 0 0 3339439427.5338 0 0 0 0 0 0 0 0 0 8456667006.126659 0 0 0 0 0
x10MCx1151 0 19115478648.9704 0 12213739344.8634 0 0 0 0 0 0 0 195314851.851744 0 0 0 0 0 19629088.3870992 0 0 0 0 0 0 0 0 0 2176768298.92737 0 0 0 0 0
