SampleID Chloroflexi__class_ Gloeobacteria Deltaproteobacteria Acidobacteria Fusobacteriia Betaproteobacteria Chlorobia Synergistia Thermodesulfobacteria__class_ Ktedonobacteria Methanomicrobia Gemmatimonadetes__class_ Thermoplasmata Deferribacteres__class_ Thermococci Gammaproteobacteria Archaeoglobi Bacteroidia Thermotogae__class_ Thermoprotei Verrucomicrobiae Mollicutes Spartobacteria Bacilli Spirochaetia Thermomicrobia__class_ Dictyoglomia Negativicutes Clostridia Elusimicrobia__class_ Alphaproteobacteria Aquificae__class_ Methanobacteria Erysipelotrichi Chlamydiia unclassified Cytophagia Sphingobacteriia Zetaproteobacteria Deinococci Nitrospira__class_ Dehalococcoidetes Epsilonproteobacteria Anaerolineae Opitutae Halobacteria Chrysiogenetes__class_ Methanopyri Fibrobacteria Actinobacteria__class_ Solibacteres Flavobacteriia Planctomycetia Methanococci
x30MCx1911 0 0 9109627.6061813 0 0 69189790.6279008 0 0 0 0 0 0 0 0 0 208545403.412936 0 59100878054.055 0 0 22340277.2246827 0 0 632793774.7865231 0 0 0 6056926326.581329 10858133866.8296 0 0 0 0 357335987.647231 0 51042544852.8061 0 0 0 0 0 0 0 0 0 0 0 0 0 825397329.888641 0 477821657.533748 0 0
x20MCx2923 0 0 43704647.468173206 0 0 0 0 0 0 0 0 0 0 0 0 90337397.8684573 0 14135688025.4071 0 0 205617894.78822905 0 0 280555640.198919 0 0 0 693851946.65353 2403321817.72255 0 0 0 0 23533271.713631697 0 2838199327.26938 0 0 0 0 0 0 0 0 0 0 0 0 0 203557377.910077 0 0 0 0
x10MCx3078 0 0 233054680.189607 0 0 0 0 0 0 0 0 0 0 0 0 295954500.808486 0 9364807258.4519 0 0 8707504132.98461 0 0 74720648.97656551 0 0 0 5422398.32921375 8124270968.69438 0 0 0 0 244441716.680956 0 78738646138.5128 0 0 0 0 0 0 0 0 0 0 0 0 0 1309942988.37146 0 0 0 0
x20MCx1434 0 0 659472301.511763 0 0 41860928.8576781 0 0 0 0 0 0 0 0 0 182192643.7329 0 22853355956.2367 0 0 4734297536.99984 0 0 24834592.5088298 0 0 0 4798173410.308579 6980147215.01449 0 0 0 5205504.10665427 450384553.227817 0 88652663032.3822 0 0 0 0 0 0 0 0 0 0 0 0 0 147272387.017427 0 199869668.09508 0 0
x10MCx1844 0 0 769221690.134919 0 0 2177852809.99428 0 0 0 0 0 0 0 0 0 14965824.5084758 0 68357054130.4853 0 0 0 0 0 108881795.699346 0 0 0 9611963462.5741 18248220235.9978 0 0 0 0 18761504.637437 0 35913532452.1908 0 0 0 0 0 0 0 0 0 0 0 0 0 1494521938.77757 0 0 0 0
x30MCx3240 0 0 98145409.9249882 0 0 18653050.2840862 0 0 0 0 0 0 0 0 0 32859733.9306867 0 25409900853.5628 0 0 0 0 0 13664443.8127608 0 0 0 2003793081.97128 3964098529.26861 0 0 0 4337918.67071771 31992150.1965431 0 17465328152.0437 0 0 0 0 0 0 0 0 0 0 0 0 0 166901420.855864 0 119184315.477969 0 0
x30MCx1509 0 0 0 0 7049119.30808207 921265669.5716492 0 5639295.44646566 0 0 0 0 0 0 0 57911226.315628104 0 14205385229.647 0 0 0 0 0 165925423.713316 0 0 0 5488444293.2727 31114487281.9062 0 0 0 345949086.042797 53031066.79464821 0 108377498162.02802 0 0 0 0 0 0 0 0 0 0 0 0 0 3912586559.95361 0 0 0 0
x20MCx3368 0 0 136861510.69910902 0 0 0 0 0 0 0 0 0 0 0 0 0 0 947077316.1135632 0 0 1048476295.91045 0 0 23750135.3748849 0 0 0 431298120.483641 1829736456.82675 0 0 0 48476303.710381605 29497885.0318206 0 27836676932.8594 0 0 0 0 0 0 0 0 0 0 0 0 0 69081443.9899621 0 0 0 0
x20MCx3162 0 0 1271336816.11674 0 0 6615332.74615038 0 0 0 0 0 0 0 0 0 24400817.5062924 0 22375549653.2701 0 0 27220467.5292417 0 0 434659895.845422 0 0 0 5002601381.10116 11739395974.394 0 0 0 0 75479862.1527978 0 40821916999.5603 0 0 0 0 0 0 0 0 0 0 0 0 0 86107773.7777607 0 0 0 0
x14MCx1914 0 0 474243171.94897306 0 0 49452295.0854634 0 0 0 0 0 0 0 0 0 24183907.4650402 0 23552414670.5607 0 0 2101180301.0545 0 0 36655429.2519444 0 0 0 142175348.370707 9140757885.67644 0 0 0 0 39041285.593786895 0 41182917004.6372 0 0 0 0 0 0 0 0 0 0 0 0 0 297039114.559395 0 1115279391.79585 0 0
x30MCx1796 0 0 238043394.25715095 0 3687232.53063469 0 0 0 0 0 0 0 0 0 0 13280001751.1433 0 37803676864.379 0 0 834182136.048295 0 0 422079676.742065 0 0 0 755774220.764504 18326521709.3949 0 0 0 0 142500692.50746998 0 68979770150.9733 0 0 0 0 0 0 0 0 0 0 0 0 0 36546981.2595262 0 0 0 0
x20MCx2635 0 0 126341990.844668 0 0 346166210.108309 0 0 0 0 0 0 0 0 0 0 0 20994568540.4379 0 0 4121026.31081321 0 0 47066458.3919193 0 0 0 33185106.6081274 10359609457.0195 0 0 0 0 45439737.4797562 0 14456018058.0287 0 0 0 0 0 0 0 0 0 0 0 0 0 54874718.77030221 0 0 0 0
x20MCx1615 0 0 794816013.385058 0 2162237914.43189 270035731.113221 0 0 0 0 0 0 0 0 0 1769222055.17313 0 15273828261.0386 0 0 0 0 0 68322293.4141884 0 0 0 10354948479.4713 6446371055.75585 0 0 0 0 3795682.96745491 0 44117006234.5589 0 0 0 0 0 0 0 0 0 0 0 0 0 186639153.913997 0 799153936.776435 0 0
x14MCx1747 0 0 0 0 0 1048584142.99558 0 0 0 0 0 0 0 0 0 106604427.817215 0 27474336060.6726 0 0 0 0 0 49560756.37077059 0 0 0 4650252151.37558 18122644280.8821 0 0 0 0 57911255.8030448 0 42132716005.6512 0 0 0 0 0 0 0 0 0 0 0 0 0 137295224.431938 0 0 0 0
x30MCx3000 0 0 15941847.9286718 0 0 29931632.845669396 0 0 0 0 0 0 0 0 0 1844699546.03202 0 17170780042.4657 0 0 74286842.3887085 0 0 7808252.04669637 0 0 0 6398428.76048731 7589512541.44378 0 0 0 13881336.9719047 43379178.0372021 0 60498662201.6388 0 0 0 0 0 0 0 0 0 0 0 0 0 91963857.4388684 0 474025968.001526 0 0
x11MCx1591 0 0 345624038.40775096 0 0 439540077.71152 0 0 0 0 0 0 0 0 0 31341495.7953687 0 8609151016.31607 0 0 377399326.532467 0 0 98470858.7619196 0 0 0 2301918995.68338 5629106161.779961 0 0 0 0 2494305.89374907 0 48613588076.8399 0 0 0 0 0 0 0 0 0 0 0 0 0 115822551.935826 0 869753620.3420651 0 0
x30MCx2043 0 0 575208462.202776 0 0 1835591710.26474 0 0 0 0 0 0 0 0 0 1191952527.9168 0 43798155198.0769 0 0 143693667.499751 0 0 15724967.386765197 0 0 0 7735924817.93187 4350393563.58679 0 0 0 0 21906506.290528 0 40023620784.9985 0 0 0 0 0 0 0 0 0 0 0 0 0 1695368380.39517 0 873765946.4494281 0 0
x30MCx1646 0 0 418934912.793074 0 0 277518623.307657 0 0 0 0 0 0 0 0 0 21689614.9517512 0 5633443691.41834 0 0 4468602920.43454 0 0 83830361.78851841 0 0 0 4771715.28938526 15891113290.55 0 0 0 63659019.88338979 17785484.260436 0 55169053902.8258 0 0 0 0 0 0 0 0 0 0 0 0 0 292918249.9234 0 348985904.573677 0 0
x11MCx2191 0 0 1248344508.93886 0 0 2314821782.92938 0 0 0 0 0 0 0 0 0 1684305322.58965 0 101623116349.78 0 0 57477420.7052035 0 0 563170274.9474 0 0 0 1572278576.1963 56557131286.1387 0 0 0 0 488449628.03063494 0 48287214926.2958 0 0 0 0 0 0 0 0 0 0 0 0 0 254852714.4476 0 0 0 0
x20MCx1360 0 0 0 0 0 30365489.5570763 0 0 0 0 0 0 0 0 0 22231876.2828594 0 11567407902.2373 0 0 274156991.429603 0 0 4663271.610551001 0 0 0 1292376925.1845698 3966492073.39309 0 0 0 4554823.43356145 14857400.2475695 0 15711321193.1853 0 0 0 0 0 0 0 0 0 0 0 0 0 197484130.297986 0 66261836.140620105 0 0
x30MCx2543 0 0 799803891.492287 0 0 2949785199.80884 0 0 0 0 0 0 0 0 0 16484093.7636376 0 26597410631.5852 0 0 164190249.724654 0 0 77214965.52440791 0 0 0 354841807.859358 22863004258.2243 0 0 0 0 58019672.128593005 0 114960395251.565 0 0 0 0 0 0 0 0 0 0 0 0 0 447239491.323958 0 0 0 0
x10MCx2507 0 0 64743576.39605401 0 318403920.098517 1728338989.9898 0 0 0 0 0 0 0 0 0 878213537.110964 0 25042641832.871 0 0 2711205.04171081 0 0 52705826.010858096 0 0 0 10627923.7635064 1473377267.8673198 0 0 0 0 131764565.027145 0 5719991948.799789 0 0 0 0 0 0 0 0 0 0 0 0 0 612515443.0233049 0 0 0 0
x30MCx1445 0 0 389870440.676163 0 0 473483823.08543205 0 0 0 0 0 0 0 0 0 1456239298.3030698 0 47043968865.7121 0 0 1843615.43574264 0 0 66912395.520776905 0 0 0 1167333914.72551 23860179417.348 0 0 0 0 251490835.028657 0 79968446244.839 0 0 0 0 0 0 0 0 0 0 0 0 0 788308270.73019 0 1118749225.59536 0 0
x30MCx3065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41644033.34446839 0 17682663866.8809 0 0 5139784677.9368105 0 0 137728964.446549 0 0 0 1519248081.04859 30178151278.2949 0 0 0 93373731.0145503 159743909.157297 0 82254774111.5772 0 0 0 0 0 0 0 0 0 0 0 0 0 597765395.2987231 0 0 0 0
x20MCx2373 0 0 110942258.68302 0 0 0 0 0 0 0 0 0 0 0 0 389219713.014036 0 87074815696.2395 0 0 13664442.4184365 0 0 15182713.7982627 0 0 0 2909224859.65855 4934707328.3025 0 0 0 0 31016115.330736797 0 26923397930.5036 0 0 0 0 0 0 0 0 0 0 0 0 0 142500613.79226598 0 1443767634.25909 0 0
x30MCx2089 0 0 605573449.8713651 0 0 1117664751.8578598 0 0 0 0 0 0 0 0 0 468820563.000342 0 52983122049.1143 0 0 3369478346.61592 0 0 28847159.3241016 0 0 0 4306794128.71446 30749662015.9163 0 0 0 0 203231490.87731695 0 26643496626.8619 0 0 0 0 0 0 0 0 0 0 0 0 0 122546203.14373998 0 3851312665.7023296 0 0
x14MCx1953 0 0 166250776.491128 0 0 43596094.0309417 0 0 0 0 0 0 0 0 0 1071466191.60623 0 30484080735.157997 0 0 71901020.75252329 0 0 302461458.339046 0 0 0 694175616.64691 25415329892.0929 0 0 0 58778813.3452 10519455.524879 0 91031572432.474 0 0 0 0 0 0 8242047.62774022 0 0 0 0 0 0 3035242486.91044 0 0 0 0
x10MCx2686 0 0 167118312.116176 0 17677018.0888623 9326524.88124021 0 0 0 0 0 0 0 0 0 71684104.0290672 0 28043016702.5058 0 0 0 0 0 107038140.206792 0 0 0 83721828.0036912 6760103819.44312 0 0 0 0 101073502.201347 0 18432466604.2427 0 0 0 0 0 0 0 0 0 0 0 0 0 148682158.281167 0 0 0 0
x20MCx1339 0 0 296496934.995115 0 0 6832226.37333293 0 0 0 0 0 0 0 0 0 6217651343.84598 0 38721588746.8456 0 0 128836268.754278 2494304.86645488 0 36113196.544759795 0 0 0 2315257156.2584896 6305819598.47328 0 0 0 0 15182725.2740732 0 17781357152.7685 0 0 0 0 0 0 0 0 0 0 0 0 0 31666827.0002098 0 0 0 0
x20MCx1589 0 0 44789006.034696005 0 0 403860190.007767 0 0 0 0 0 0 0 0 0 69406692.1603037 0 23231938137.4446 0 0 181867223.051296 0 0 50319851.8162201 0 0 0 102700214.805949 16540265429.5394 0 0 0 0 0 0 100351991203.845 0 0 0 0 0 0 0 0 0 0 0 0 0 3107684641.4776 0 486605980.817629 0 0
x20MCx2343 0 0 103242560.922341 0 0 784079533.055176 0 0 0 0 0 0 0 0 0 47283357.7333412 0 30859765389.6424 0 0 8458949.31926746 0 0 55525410.9162172 0 0 0 0 3702959288.54343 0 0 0 0 100531359.217448 0 6461769695.37477 0 0 0 0 0 0 0 0 0 0 0 0 0 199219101.275568 0 0 0 0
x30MCx3384 0 0 105953648.535755 0 0 33618864.9396971 0 0 0 0 0 0 0 0 0 2253439982.52247 0 24996168322.4219 0 0 27545779.660267897 0 0 24943028.826226898 0 0 0 1552974664.31117 11277719363.8999 0 0 0 18653047.643960997 19954423.0609815 0 42527972596.6682 0 0 0 0 0 0 0 0 0 0 0 0 0 61056196.6485467 0 203448356.860877 0 0
x20MCx1557 0 0 201930354.080801 0 0 3904131.443023 0 0 0 0 0 0 0 0 0 121136522.829353 0 22463070946.0067 0 0 144344415.296211 0 0 407005702.935148 0 0 0 2051187280.9260304 8782994369.65408 0 0 0 759136.6694766941 20279793.8845917 0 9766510149.00895 0 0 0 0 0 0 0 0 0 0 0 0 0 405162085.309276 0 1084480.95639528 0 0
x10MCx2624 0 0 1529550633.677 0 0 0 0 0 0 0 0 0 0 0 0 289013927.87501496 0 66597810166.6486 0 0 0 0 0 24726144.673734803 0 0 0 31016128.8451235 21007462652.4087 0 0 0 0 74395330.0271144 0 62775126510.4886 0 0 0 0 0 0 0 0 0 0 0 0 0 857173015.356141 0 0 0 0
x10MCx2460 0 0 430755260.44859904 0 0 0 0 0 0 0 0 0 0 0 0 31341457.7718139 0 45506386861.313904 0 0 0 0 0 19629079.0889215 0 0 0 5357003424.0633 4456668536.791329 0 0 0 0 0 0 19139761935.0585 0 0 0 0 0 0 0 0 0 0 0 0 0 58453445.4636945 0 0 0 0
x20MCx2916 0 0 3101612054.4798303 0 0 35028695.5803141 0 0 0 0 0 0 0 0 0 742760173.4661651 0 35733282066.9559 0 0 11171876482.6676 0 0 26678201.5874838 0 0 0 6916052641.62035 46808097612.9536 0 0 0 192061361.83509699 570544790.860782 0 89939049773.7657 0 0 0 0 0 0 0 0 0 0 0 0 0 2004335454.22714 0 0 0 0
x30MCx1417 0 0 1569892791.6006598 0 0 2103239900.54595 0 0 0 0 0 0 0 0 0 289664523.788709 0 90265798973.9204 0 0 3540175482.7999296 0 0 77540297.4574792 0 0 0 2141088241.54267 20673653125.7541 0 0 0 0 172432269.870478 0 93137609627.0275 0 0 0 0 0 0 0 0 0 0 0 0 0 644289380.692145 0 0 0 0
x14MCx2986 0 0 252466993.12622997 0 0 275349525.578823 0 0 0 0 0 0 0 0 0 57694347.226441 0 45146043600.7323 0 0 2671725447.87707 0 0 228608428.483717 0 0 0 19629091.8195222 13898264592.3905 0 0 0 0 0 0 53029780942.7874 0 0 0 0 0 0 0 0 0 0 0 0 0 66695532.97793461 0 0 0 0
x30MCx2337 0 0 21689603.046222106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14889804043.2162 0 0 1143475872.59683 0 0 71575690.05253291 0 0 0 14965826.1018932 24461208971.4836 0 0 0 135017778.962733 18110818.5435955 0 113491607075.464 0 0 0 0 0 0 0 0 0 0 0 0 0 189241786.578288 0 206159676.954341 0 0
x30MCx2165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14532031.053620402 0 2841662758.94041 0 0 0 0 0 4012575.73868623 0 0 0 2402339939.55074 2021904380.32611 0 0 0 0 0 0 22541782915.9958 0 0 0 0 0 0 0 0 0 0 0 0 0 224270449.394679 0 0 0 0
x13MCx1149 0 0 520658879.820526 0 0 15399616.9411611 0 0 0 0 0 0 0 0 0 2928096.17895317 0 41363479551.9654 0 0 291291345.802527 0 0 82637381.0504562 0 0 0 2235438760.62081 32334206968.1335 0 0 0 0 54766243.3470872 0 62299258783.47401 0 0 0 0 0 0 0 0 0 0 0 0 0 599934372.665517 0 0 0 0
x30MCx2281 0 0 155839814.811071 0 0 6723777.6745208 0 0 0 0 0 0 0 0 0 4554817.1343528 0 9200839059.41966 0 0 0 0 0 1301376.3241008 0 0 0 1085347854.3000698 4373817377.27578 0 0 0 43921450.938402005 23099429.7527892 0 31712697401.8773 0 0 0 0 0 0 0 0 0 0 0 0 0 135126241.652466 0 147923108.83945802 0 0
x30MCx3353 0 0 346491213.352481 0 5856189.52145038 659038217.071369 0 0 0 0 0 0 0 0 0 866932945.082858 0 75858259414.0616 0 0 2193142975.7831697 0 0 9651867.91498303 0 0 0 0 18469662614.9758 0 0 0 101290389.130271 392364697.937175 0 74021584863.4082 0 0 0 0 0 0 0 0 0 0 0 0 0 3873110232.76072 0 0 0 0
x30MCx1130 0 0 134475526.585793 0 0 680077441.306054 0 0 0 0 0 0 0 0 0 30148545.4764922 0 17692966722.4938 0 0 1150958680.36695 0 0 223836682.962158 0 0 0 0 11406778094.6346 0 0 0 95542692.6790995 39366625.9279377 0 82945155486.1488 0 0 0 0 0 0 0 0 0 0 0 0 0 600693501.418311 0 0 0 0
x30MCx1197 0 0 272312804.377092 0 0 588763924.7165401 0 0 0 0 0 0 0 0 0 16050296.7135841 0 71438243952.9012 0 0 1614464643.07518 0 0 195748551.135265 0 0 0 226873113.005526 8868331174.00904 0 0 0 0 74720638.0787799 0 43339271461.1016 0 0 0 0 0 0 0 0 0 0 0 0 0 372518710.886225 0 0 0 0
x20MCx2328 0 0 198893612.024526 0 0 3187069503.91318 0 0 0 0 0 0 0 0 0 83830295.58067541 0 37283334175.5245 0 0 0 0 0 92506134.7093352 0 0 0 6357654913.48191 11157454463.4238 0 0 0 0 41101787.8720258 0 43526034220.5516 0 0 0 0 0 0 0 0 0 0 0 0 0 1354949175.91845 0 0 0 0
x11MCx2264 0 0 1356250518.44983 0 0 0 0 0 0 0 0 0 0 0 0 5563273256.51351 0 26476925202.0163 0 0 10306245943.576 0 0 821168153.342567 0 0 0 4091959424.4481897 14623885627.811 0 0 0 0 1455155082.08539 0 88412763187.1757 0 0 0 0 0 0 0 0 0 0 0 0 0 1778438529.6704602 0 152694764.91103202 0 0
x20MCx2024 0 0 191627757.11041 0 0 41535614.585900895 0 0 0 0 0 0 0 0 0 67129361.4325657 0 7215267649.1623 0 0 5272962538.8921 0 0 34052697.0756472 0 0 0 11712392.6247449 5603512286.30157 0 0 0 59863340.08202951 484329124.649174 0 52885248383.5183 0 0 0 0 0 0 0 0 0 0 0 0 0 671618958.565234 0 0 0 0
x30MCx1575 0 0 344430860.090536 0 0 184903846.49066895 0 0 0 0 0 0 0 0 0 13230656.464435 0 26862895886.9667 0 0 1553083862.51781 0 0 109424035.841105 0 0 0 1855653793.13891 9161578913.59837 0 0 0 79383938.78660971 95542691.3538295 0 51244609894.8365 0 0 0 0 0 0 0 0 0 0 0 0 0 769980827.028592 0 452553519.88596 0 0
x30MCx3140 0 0 401149375.924271 0 0 975490304.525228 0 0 0 0 0 0 0 0 0 3597655960.2356796 0 58029038920.1986 0 0 0 0 0 400064895.31890696 0 0 0 49669211.725687 5701765230.763579 0 0 0 1952065.08965582 185012391.275157 0 26782007685.8962 0 0 0 0 0 0 0 0 0 0 0 0 0 870729478.047032 0 0 0 0
x11MCx1658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 121461770.145988 0 31982402351.5654 0 0 0 0 0 4663264.38953346 0 0 0 2829191660.32904 4215157216.1020103 0 0 0 0 32317506.6995575 0 32516508796.1806 0 0 0 0 0 0 12688417.0598934 0 0 0 0 0 0 90120295.5279606 0 0 0 0
x30MCx1503 0 0 1255502394.85223 0 0 852401211.327507 0 0 0 0 0 0 0 0 0 72443258.16371179 0 29273908521.5891 0 0 4473045847.63542 0 0 43921436.4615319 0 0 0 76455833.84044442 14677784929.5051 0 0 0 30040093.5798625 76998073.79675959 0 120157880015.651 0 0 0 0 0 0 0 0 0 0 0 0 0 526623445.57333 0 645157100.023835 0 0
x20MCx2773 0 0 732457498.348784 0 0 1053571897.61007 0 0 0 0 0 0 0 0 0 63225158.6522566 0 31567573424.1717 0 0 974947129.13171 0 0 592559634.435558 0 0 0 5771166454.26842 15192799573.0199 0 0 0 0 0 0 76002930681.4907 0 0 0 0 0 0 0 0 0 0 0 0 0 975597816.870842 0 0 0 0
x30MCx1405 0 0 86216177.3270782 0 0 174926659.15544298 0 0 0 0 0 0 0 0 0 23207876.6641443 0 2647107763.99579 0 0 1777354629.19935 0 0 28196485.666717403 0 0 0 31233030.2769793 6911283980.97782 0 0 0 104760789.054035 6832225.37308921 0 35078163337.7451 0 0 0 0 0 0 0 0 0 0 0 0 0 428911926.199489 0 454614107.36492 0 0
x20MCx1334 0 0 10519463.3239325 0 0 3361890.34063822 0 0 0 0 0 0 0 0 0 427936105.940593 0 21872783900.4187 0 0 127968729.095261 1301376.9060535 0 20062893.968324803 0 0 0 171456407.372549 15425545811.6787 0 0 0 0 22231855.478414003 0 36076662141.5397 0 0 0 0 0 0 0 0 0 0 0 0 0 416440609.937121 0 0 0 0
x10MCx3358 0 0 655677278.0888231 0 0 3129053341.82878 0 0 0 0 0 0 0 0 0 29389438.035407 0 33020063889.8327 0 0 0 0 0 3795683.87911161 0 0 0 28738749.370416496 13289339949.4347 0 0 0 0 100748294.962705 0 2917037285.15269 0 0 0 0 0 0 0 0 0 0 0 0 0 1348769154.4146 0 0 0 0
x10MCx1365 0 0 122546278.504424 0 0 737988871.87841 0 0 0 0 0 0 0 0 0 328272199.144151 0 26614882730.4793 0 0 0 0 0 1071358128.62407 0 0 0 4819972874.45054 24933721306.2532 0 0 0 0 93265309.3042516 0 47374872997.3331 0 0 0 0 0 0 7699810.419304499 0 0 0 0 0 0 562086160.609228 0 0 0 0
x20MCx1812 0 0 14532048.8977932 0 0 23207898.986028 0 0 0 0 0 0 0 0 0 163865118.541534 0 20154650443.726 0 0 4663269.42242618 0 0 48693208.6202176 0 0 0 1739941735.19548 1908795467.53775 0 0 0 2168962.52205869 8133609.45772009 0 5778224606.89045 0 0 0 0 0 0 0 0 0 0 0 0 0 69515248.831981 0 36438570.370586 0 0
x20MCx1173 0 0 829084558.182946 0 0 1129376924.64581 0 0 0 0 0 0 0 0 0 29151350511.755 0 61249665547.2592 0 0 202146974.029171 0 0 230234992.416271 0 0 0 3217325256.7185698 17119701430.9114 0 0 0 33293519.864246503 494631088.276313 0 136382620429.962 0 0 0 0 0 0 0 0 0 0 0 0 0 443660552.979258 0 0 0 0
x20MCx3417 0 0 326862328.635452 0 0 28847172.998351097 0 0 0 0 0 0 0 0 0 915518174.6318789 0 48761699584.9421 0 0 1234680693.93319 0 0 674004436.784782 0 0 0 5028843079.34789 6763686035.94421 0 0 0 0 24292356.2091378 0 21835683239.4699 0 0 0 0 0 0 0 0 0 0 0 0 0 1287603327.10309 0 0 0 0
x20MCx1167 0 0 506018257.848596 0 0 1153994916.79531 0 86324589.2086332 0 0 0 0 0 0 0 1440080678.5194 0 25321734903.8972 0 0 363300720.91573 0 0 779632502.287518 0 0 0 5818776173.35329 17194426657.0714 0 0 0 9326525.96977696 21689595.2785511 0 114745333485.93 0 0 0 0 0 0 0 0 0 0 0 0 0 186096727.489968 0 2262767027.4348397 0 0
x30MCx3237 0 0 288146247.078213 0 0 246827571.829135 0 0 0 0 0 0 0 0 0 21255801.440470397 0 19328572627.2122 0 0 0 0 0 142066836.158246 0 0 0 15833403.1138198 18364361756.7672 0 0 0 9434973.08837205 129269976.10735 0 104712042533.916 0 0 0 0 0 0 4880158.49398554 0 0 0 0 0 0 1222317030.79358 0 567074417.00112 0 0
x10MCx2755 0 0 76022073.8494102 0 0 685066248.939692 0 0 0 0 0 0 0 0 0 976032.331875452 0 60843469712.3044 0 0 0 0 0 52271953.7737742 0 0 0 8173186299.08816 3081659415.84143 0 0 0 0 39800429.53314339 0 44155919590.1192 0 0 0 0 0 0 0 0 0 0 0 0 0 265697690.343873 0 108448036.87505 0 0
x20MCx1898 0 0 632035266.80746 0 0 2601777296.8390102 0 0 0 0 0 0 0 0 0 70165891.83672379 0 20610336030.5807 0 0 0 0 0 40776468.8262877 0 0 0 5888187167.349179 7284238984.372591 0 0 0 0 59863326.57476279 0 63353293445.2383 0 0 0 0 0 0 0 0 0 0 0 0 0 448107364.86760896 0 2470338253.70747 0 0
x30MCx1308 0 0 263637420.374088 0 0 543975853.803549 0 0 0 0 0 0 0 0 0 22882556.8485943 0 12757621907.8433 0 0 1157358515.10994 0 0 41535636.3649839 0 0 0 2706648596.33752 1445505214.3834698 0 0 0 0 2819651.55480309 0 27342052678.7888 0 0 0 0 0 0 6073095.65649895 0 0 0 0 0 0 21364282.934469502 0 0 0 0
x10MCx2892 0 0 12254627.1018306 0 0 0 0 0 0 0 0 0 0 0 0 31666824.015349895 0 3865196146.3393297 0 0 40451114.238786 0 0 17243236.3645227 0 0 0 218197431.22905505 3299965027.27083 0 0 0 109315611.66942701 32751304.2898482 0 49815818305.1336 0 0 0 0 0 0 1952064.49409691 0 0 0 0 0 0 382496192.815545 0 134475554.03778702 0 0
x30MCx1169 0 0 15508070.6539267 0 0 244550344.927306 0 0 0 0 0 0 0 0 0 135451610.117164 0 3814551588.67985 0 0 748725313.249721 0 0 83613443.8753672 0 0 0 86758437.2247649 9438775729.82177 0 0 0 77865697.4092265 50970581.86954939 0 79015680494.6408 0 0 0 0 0 0 0 0 0 0 0 0 0 725517431.292097 0 33185102.2384726 0 0
x20MCx3182 0 0 103676335.690058 0 0 759136.3491949859 0 0 0 0 0 0 0 0 0 32425966.915614396 0 59855732173.027 0 0 832772575.0669 0 0 63875901.382263795 0 0 0 1077431375.60746 5783426052.31706 0 0 0 0 0 0 40138683775.3856 0 0 0 0 0 0 0 0 0 0 0 0 0 52597304.194224 0 221884710.064706 0 0
x13MCx1299 0 0 969958845.674214 0 0 0 0 0 0 0 0 0 0 0 0 594294999.362108 0 97361896542.3935 0 0 0 0 0 82854266.3344253 0 0 0 8519348953.44692 16470755769.7297 0 0 0 0 17460126.8060765 0 47652156389.5455 0 0 0 0 0 0 0 0 0 0 0 0 0 1408197183.7074802 0 0 0 0
x14MCx3397 0 0 10302565.9756356 0 0 132415084.802643 0 0 0 0 0 0 0 0 0 48259387.9911352 0 10951952976.2894 0 0 0 0 0 139572656.954137 0 0 0 142500754.652476 8791884459.41873 0 0 0 0 18327722.6303412 0 34746759353.6174 0 0 0 0 0 0 0 0 0 0 0 0 0 264938617.66818705 0 0 0 0
x30MCx1430 0 0 936990993.49925 0 0 3108445931.3274302 0 0 0 0 0 0 0 0 0 2212231397.73046 0 20103553868.0467 0 0 85131704.8491795 0 0 10085666.9439155 0 0 0 25590915821.7583 13384764514.8925 0 0 0 0 101832701.72405 0 50209920383.8245 0 0 0 0 0 0 0 0 0 0 0 0 0 1507102295.9096198 0 659472480.4940901 0 0
x10MCx2706 0 0 6615328.32397851 0 0 375338546.381797 0 0 0 0 0 0 0 0 0 97494756.7746997 0 35230419005.3715 0 0 42403170.0766492 0 0 494306008.208099 0 0 0 62682947.0698292 5155184380.46955 0 0 0 0 6940672.33991188 0 29973618843.9254 0 0 0 0 0 0 3361888.16464482 0 0 0 0 0 0 128077094.272436 0 298557358.621522 0 0
x30MCx1253 0 0 201604797.846514 0 0 3470335.41209707 0 0 0 0 0 0 0 0 0 202580829.681166 0 34138557032.6519 0 0 900335143.475933 0 0 982213369.6050992 0 0 0 4615762994.052361 21676582567.8113 0 0 0 0 160611460.79111698 0 70334697620.7325 0 0 0 0 0 0 4229471.2834933 0 0 0 0 0 0 828434131.656547 0 0 0 0
x20MCx3201 0 0 578569820.611781 0 0 150417308.563925 0 0 0 0 0 0 0 0 0 17134776.3180246 0 43478735771.3279 0 0 0 0 0 20930454.6163212 0 0 0 3804896374.16389 10984042307.5621 0 0 0 0 68539105.2720985 0 82815518935.6031 0 0 0 0 0 0 0 0 0 0 0 0 0 303437367.960968 0 0 0 0
